25	2	1
2
	0	18	1	12
	0	90	1	83
	0	72	1	55
	0	26	1	19
	0	46	1	49
	0	103	1	117
	0	117	1	108
	0	53	1	47
	0	66	1	74
	0	49	1	38
	0	93	1	111
	0	28	1	40
	0	74	1	80
	0	86	1	77
	0	81	1	74
	0	12	1	15
	0	13	1	20
	0	44	1	38
	0	33	1	23
	0	71	1	77
	0	34	1	42
	0	55	1	54
	0	42	1	56
	0	38	1	27
	0	58	1	65
Resources
1
R0
10
	0	5	1	1
	0	6	1	9
	0	8	1	7
	0	3	1	5
	0	6	1	5
	0	9	1	9
	0	9	1	9
	0	3	1	7
	0	6	1	5
	0	6	1	4
	0	5	1	6
	0	4	1	2
	0	4	1	4
	0	4	1	7
	0	9	1	7
	0	2	1	4
	0	4	1	5
	0	3	1	5
	0	4	1	4
	0	4	1	7
	0	4	1	5
	0	6	1	2
	0	2	1	3
	0	4	1	1
	0	2	1	7
