25	2	1
2
	0	63	1	44
	0	14	1	6
	0	95	1	27
	0	55	1	39
	0	53	1	7
	0	80	1	97
	0	100	1	25
	0	68	1	28
	0	50	1	73
	0	54	1	5
	0	38	1	77
	0	65	1	30
	0	15	1	14
	0	76	1	59
	0	70	1	50
	0	93	1	55
	0	72	1	7
	0	61	1	60
	0	44	1	46
	0	100	1	5
	0	58	1	87
	0	54	1	28
	0	51	1	46
	0	86	1	31
	0	75	1	99
Resources
1
R0
10
	0	8	1	4
	0	3	1	2
	0	9	1	5
	0	4	1	3
	0	6	1	1
	0	5	1	6
	0	9	1	2
	0	6	1	1
	0	6	1	9
	0	8	1	1
	0	4	1	9
	0	6	1	1
	0	5	1	4
	0	7	1	7
	0	6	1	6
	0	9	1	8
	0	4	1	1
	0	3	1	5
	0	3	1	7
	0	7	1	4
	0	5	1	7
	0	6	1	3
	0	8	1	4
	0	8	1	2
	0	5	1	9
