30	4	1
4
	0	57	1	44	2	42	3	45
	0	55	1	69	2	56	3	50
	0	7	1	11	2	19	3	15
	0	53	1	58	2	56	3	55
	0	26	1	12	2	24	3	14
	0	72	1	77	2	77	3	68
	0	10	1	24	2	9	3	21
	0	10	1	6	2	9	3	13
	0	106	1	98	2	105	3	91
	0	31	1	27	2	28	3	19
	0	72	1	85	2	77	3	75
	0	96	1	97	2	98	3	108
	0	13	1	27	2	18	3	17
	0	51	1	62	2	50	3	64
	0	39	1	36	2	36	3	46
	0	46	1	44	2	35	3	37
	0	51	1	56	2	60	3	47
	0	38	1	37	2	47	3	35
	0	37	1	25	2	26	3	35
	0	80	1	68	2	71	3	68
	0	45	1	48	2	50	3	44
	0	53	1	55	2	53	3	68
	0	54	1	60	2	43	3	54
	0	47	1	57	2	55	3	51
	0	33	1	33	2	42	3	44
	0	116	1	98	2	97	3	104
	0	74	1	87	2	70	3	82
	0	103	1	104	2	99	3	108
	0	28	1	26	2	14	3	15
	0	49	1	40	2	53	3	57
Resources
1
R0
20
	0	8	1	4	2	2	3	1
	0	3	1	5	2	6	3	4
	0	3	1	2	2	1	3	2
	0	5	1	7	2	4	3	7
	0	1	1	1	2	1	3	1
	0	3	1	4	2	3	3	6
	0	4	1	1	2	1	3	3
	0	2	1	1	2	1	3	1
	0	6	1	9	2	5	3	9
	0	5	1	1	2	1	3	1
	0	7	1	6	2	9	3	9
	0	8	1	7	2	6	3	9
	0	2	1	1	2	2	3	1
	0	2	1	4	2	2	3	4
	0	3	1	1	2	1	3	3
	0	1	1	1	2	5	3	1
	0	5	1	3	2	2	3	7
	0	4	1	5	2	5	3	3
	0	1	1	1	2	1	3	4
	0	4	1	6	2	8	3	9
	0	1	1	1	2	2	3	4
	0	6	1	2	2	2	3	5
	0	8	1	3	2	4	3	5
	0	1	1	5	2	2	3	2
	0	1	1	4	2	7	3	4
	0	8	1	9	2	9	3	8
	0	3	1	8	2	5	3	4
	0	9	1	8	2	8	3	9
	0	3	1	1	2	1	3	3
	0	2	1	5	2	2	3	3
