30	4	1
4
	0	96	1	89	2	95	3	86
	0	19	1	17	2	23	3	16
	0	76	1	68	2	64	3	61
	0	18	1	8	2	22	3	11
	0	24	1	11	2	22	3	20
	0	50	1	52	2	60	3	65
	0	101	1	106	2	111	3	95
	0	91	1	93	2	90	3	97
	0	42	1	39	2	39	3	32
	0	17	1	15	2	29	3	16
	0	56	1	67	2	63	3	70
	0	98	1	97	2	96	3	101
	0	89	1	88	2	88	3	101
	0	83	1	75	2	73	3	70
	0	98	1	95	2	95	3	81
	0	56	1	47	2	51	3	51
	0	29	1	25	2	26	3	30
	0	77	1	81	2	77	3	77
	0	78	1	87	2	83	3	84
	0	63	1	78	2	79	3	60
	0	94	1	85	2	85	3	95
	0	35	1	45	2	42	3	28
	0	96	1	95	2	99	3	83
	0	51	1	57	2	55	3	56
	0	115	1	111	2	115	3	100
	0	50	1	55	2	64	3	63
	0	100	1	93	2	93	3	96
	0	56	1	51	2	48	3	51
	0	88	1	88	2	104	3	99
	0	70	1	76	2	70	3	65
Resources
1
R0
20
	0	5	1	9	2	9	3	5
	0	5	1	2	2	2	3	2
	0	3	1	1	2	6	3	9
	0	7	1	5	2	3	3	5
	0	2	1	3	2	7	3	4
	0	1	1	4	2	5	3	5
	0	8	1	2	2	7	3	6
	0	2	1	2	2	5	3	5
	0	3	1	5	2	2	3	7
	0	3	1	5	2	6	3	1
	0	1	1	4	2	8	3	5
	0	9	1	7	2	4	3	6
	0	4	1	2	2	7	3	7
	0	8	1	6	2	4	3	9
	0	2	1	5	2	2	3	8
	0	2	1	4	2	7	3	9
	0	7	1	1	2	5	3	6
	0	6	1	8	2	9	3	6
	0	1	1	1	2	4	3	3
	0	6	1	5	2	2	3	1
	0	6	1	9	2	5	3	2
	0	6	1	9	2	7	3	7
	0	7	1	4	2	1	3	3
	0	9	1	7	2	8	3	9
	0	7	1	3	2	1	3	1
	0	5	1	6	2	6	3	3
	0	2	1	7	2	3	3	2
	0	2	1	9	2	1	3	4
	0	8	1	3	2	9	3	5
	0	7	1	7	2	4	3	3
