30	2	1
2
	0	46	1	18
	0	34	1	24
	0	75	1	100
	0	30	1	62
	0	83	1	100
	0	72	1	14
	0	14	1	54
	0	83	1	25
	0	59	1	78
	0	14	1	63
	0	18	1	93
	0	39	1	69
	0	54	1	27
	0	43	1	28
	0	12	1	33
	0	46	1	70
	0	32	1	13
	0	100	1	42
	0	99	1	64
	0	30	1	19
	0	65	1	45
	0	18	1	12
	0	60	1	72
	0	18	1	68
	0	17	1	33
	0	26	1	27
	0	35	1	45
	0	88	1	28
	0	42	1	12
	0	63	1	41
Resources
1
R0
10
	0	2	1	3
	0	5	1	5
	0	8	1	9
	0	9	1	1
	0	1	1	9
	0	4	1	5
	0	2	1	7
	0	8	1	3
	0	5	1	7
	0	3	1	8
	0	6	1	9
	0	9	1	1
	0	8	1	1
	0	2	1	7
	0	7	1	5
	0	1	1	1
	0	7	1	9
	0	5	1	6
	0	7	1	3
	0	1	1	8
	0	1	1	8
	0	9	1	8
	0	1	1	5
	0	7	1	4
	0	1	1	4
	0	5	1	9
	0	7	1	3
	0	2	1	9
	0	7	1	7
	0	5	1	2
