30	2	1
2
	0	115	1	94
	0	113	1	83
	0	104	1	83
	0	109	1	91
	0	117	1	99
	0	109	1	98
	0	112	1	95
	0	99	1	93
	0	110	1	84
	0	101	1	95
	0	103	1	101
	0	108	1	94
	0	104	1	92
	0	104	1	87
	0	111	1	101
	0	104	1	88
	0	100	1	89
	0	110	1	83
	0	110	1	90
	0	117	1	92
	0	113	1	97
	0	101	1	88
	0	113	1	98
	0	100	1	84
	0	109	1	90
	0	118	1	99
	0	117	1	91
	0	114	1	91
	0	117	1	84
	0	114	1	101
Resources
1
R0
10
	0	8	1	6
	0	9	1	6
	0	9	1	5
	0	1	1	6
	0	6	1	5
	0	7	1	4
	0	9	1	8
	0	4	1	2
	0	3	1	5
	0	2	1	5
	0	3	1	5
	0	6	1	2
	0	2	1	9
	0	7	1	6
	0	2	1	5
	0	1	1	8
	0	8	1	1
	0	8	1	7
	0	4	1	8
	0	5	1	9
	0	9	1	3
	0	7	1	2
	0	2	1	5
	0	4	1	7
	0	8	1	4
	0	4	1	6
	0	4	1	2
	0	9	1	9
	0	7	1	2
	0	9	1	9
