20	4	1
4
	0	22	1	31	2	50	3	24
	0	6	1	68	2	5	3	96
	0	9	1	34	2	10	3	92
	0	5	1	11	2	4	3	58
	0	95	1	5	2	53	3	47
	0	45	1	26	2	4	3	73
	0	48	1	99	2	64	3	76
	0	15	1	98	2	98	3	18
	0	89	1	98	2	54	3	6
	0	84	1	64	2	20	3	32
	0	50	1	57	2	99	3	51
	0	58	1	65	2	5	3	69
	0	19	1	62	2	98	3	67
	0	21	1	91	2	29	3	46
	0	93	1	72	2	20	3	97
	0	94	1	34	2	64	3	96
	0	27	1	74	2	54	3	24
	0	78	1	38	2	29	3	13
	0	82	1	32	2	59	3	19
	0	9	1	50	2	38	3	10
Resources
1
R0
20
	0	4	1	2	2	3	3	6
	0	1	1	8	2	1	3	9
	0	1	1	4	2	3	3	9
	0	1	1	3	2	1	3	6
	0	9	1	3	2	2	3	3
	0	6	1	3	2	1	3	6
	0	4	1	9	2	6	3	6
	0	1	1	8	2	6	3	3
	0	6	1	8	2	6	3	2
	0	9	1	4	2	3	3	1
	0	4	1	7	2	9	3	6
	0	5	1	3	2	1	3	8
	0	1	1	4	2	9	3	6
	0	1	1	9	2	2	3	6
	0	8	1	9	2	1	3	9
	0	7	1	6	2	3	3	8
	0	1	1	9	2	7	3	1
	0	9	1	1	2	5	3	3
	0	9	1	1	2	9	3	5
	0	2	1	8	2	6	3	1
