20	4	1
4
	0	25	1	48	2	73	3	84
	0	39	1	51	2	70	3	94
	0	39	1	42	2	73	3	88
	0	31	1	45	2	66	3	86
	0	36	1	36	2	65	3	85
	0	42	1	47	2	69	3	85
	0	28	1	34	2	76	3	76
	0	32	1	52	2	78	3	82
	0	38	1	45	2	75	3	80
	0	28	1	36	2	68	3	75
	0	24	1	49	2	70	3	83
	0	35	1	33	2	65	3	94
	0	40	1	36	2	70	3	91
	0	30	1	49	2	63	3	87
	0	37	1	42	2	75	3	81
	0	41	1	43	2	73	3	79
	0	28	1	45	2	68	3	77
	0	32	1	50	2	68	3	86
	0	34	1	35	2	70	3	77
	0	23	1	44	2	78	3	76
Resources
1
R0
20
	0	2	1	4	2	4	3	6
	0	9	1	2	2	7	3	8
	0	2	1	4	2	8	3	3
	0	6	1	7	2	9	3	1
	0	5	1	9	2	4	3	3
	0	4	1	8	2	3	3	3
	0	7	1	3	2	7	3	5
	0	5	1	6	2	2	3	7
	0	3	1	4	2	7	3	9
	0	5	1	9	2	3	3	2
	0	4	1	2	2	7	3	2
	0	6	1	9	2	8	3	4
	0	4	1	1	2	9	3	2
	0	9	1	7	2	1	3	5
	0	2	1	9	2	7	3	5
	0	1	1	6	2	4	3	7
	0	8	1	7	2	2	3	9
	0	1	1	7	2	1	3	5
	0	2	1	9	2	7	3	1
	0	9	1	7	2	7	3	5
