30	2	1
2
	0	44	1	53
	0	69	1	66
	0	10	1	8
	0	101	1	97
	0	76	1	80
	0	85	1	88
	0	62	1	65
	0	82	1	75
	0	29	1	29
	0	102	1	99
	0	66	1	62
	0	39	1	39
	0	41	1	50
	0	41	1	57
	0	50	1	53
	0	75	1	72
	0	53	1	45
	0	31	1	26
	0	28	1	31
	0	39	1	40
	0	51	1	54
	0	38	1	41
	0	104	1	96
	0	97	1	91
	0	93	1	101
	0	32	1	43
	0	54	1	38
	0	36	1	39
	0	76	1	70
	0	66	1	49
Resources
1
R0
10
	0	4	1	5
	0	1	1	5
	0	6	1	4
	0	9	1	3
	0	3	1	9
	0	9	1	1
	0	8	1	6
	0	9	1	7
	0	9	1	8
	0	8	1	2
	0	5	1	8
	0	4	1	6
	0	9	1	2
	0	3	1	8
	0	4	1	9
	0	1	1	3
	0	7	1	3
	0	2	1	5
	0	5	1	6
	0	3	1	9
	0	8	1	8
	0	6	1	8
	0	4	1	9
	0	7	1	4
	0	8	1	8
	0	8	1	3
	0	5	1	5
	0	7	1	2
	0	4	1	3
	0	3	1	1
