25	2	1
2
	0	73	1	54
	0	46	1	34
	0	64	1	73
	0	36	1	36
	0	67	1	64
	0	92	1	79
	0	56	1	38
	0	95	1	45
	0	72	1	84
	0	55	1	69
	0	34	1	21
	0	72	1	19
	0	31	1	64
	0	45	1	83
	0	90	1	71
	0	49	1	26
	0	57	1	72
	0	84	1	99
	0	52	1	15
	0	44	1	62
	0	26	1	69
	0	58	1	50
	0	82	1	51
	0	51	1	96
	0	78	1	49
Resources
1
R0
10
	0	3	1	4
	0	8	1	6
	0	8	1	2
	0	2	1	7
	0	4	1	4
	0	9	1	5
	0	6	1	7
	0	2	1	6
	0	2	1	2
	0	1	1	3
	0	9	1	5
	0	1	1	1
	0	4	1	7
	0	5	1	7
	0	9	1	9
	0	8	1	2
	0	8	1	1
	0	5	1	7
	0	7	1	6
	0	1	1	2
	0	9	1	7
	0	4	1	5
	0	4	1	9
	0	1	1	2
	0	1	1	9
