30	2	1
2
	0	88	1	43
	0	87	1	52
	0	85	1	42
	0	84	1	47
	0	93	1	44
	0	90	1	37
	0	90	1	50
	0	92	1	49
	0	82	1	50
	0	86	1	50
	0	97	1	47
	0	87	1	54
	0	88	1	52
	0	98	1	41
	0	96	1	46
	0	95	1	43
	0	99	1	36
	0	84	1	39
	0	86	1	45
	0	83	1	53
	0	100	1	43
	0	90	1	49
	0	89	1	45
	0	83	1	43
	0	82	1	49
	0	84	1	48
	0	92	1	41
	0	101	1	42
	0	94	1	38
	0	82	1	52
Resources
1
R0
10
	0	6	1	5
	0	9	1	9
	0	3	1	1
	0	3	1	7
	0	9	1	6
	0	4	1	6
	0	1	1	2
	0	4	1	6
	0	6	1	5
	0	6	1	4
	0	5	1	1
	0	6	1	3
	0	6	1	8
	0	5	1	3
	0	9	1	3
	0	3	1	6
	0	1	1	4
	0	8	1	3
	0	5	1	5
	0	3	1	8
	0	2	1	7
	0	8	1	2
	0	2	1	6
	0	8	1	6
	0	1	1	5
	0	7	1	3
	0	7	1	7
	0	5	1	9
	0	8	1	2
	0	7	1	7
