30	4	1
4
	0	48	1	32	2	21	3	78
	0	2	1	42	2	3	3	17
	0	53	1	9	2	65	3	71
	0	98	1	78	2	76	3	13
	0	76	1	60	2	7	3	9
	0	41	1	23	2	64	3	24
	0	60	1	2	2	46	3	44
	0	27	1	42	2	26	3	31
	0	14	1	60	2	59	3	98
	0	39	1	33	2	18	3	10
	0	62	1	16	2	48	3	13
	0	2	1	76	2	50	3	82
	0	88	1	60	2	92	3	1
	0	27	1	83	2	35	3	63
	0	95	1	40	2	97	3	96
	0	65	1	50	2	33	3	15
	0	47	1	14	2	45	3	100
	0	58	1	6	2	10	3	95
	0	22	1	93	2	45	3	37
	0	85	1	63	2	82	3	6
	0	63	1	100	2	82	3	1
	0	13	1	64	2	66	3	44
	0	27	1	13	2	69	3	6
	0	52	1	37	2	30	3	54
	0	36	1	21	2	94	3	36
	0	98	1	40	2	46	3	74
	0	24	1	68	2	72	3	96
	0	86	1	18	2	36	3	87
	0	90	1	7	2	94	3	62
	0	42	1	45	2	23	3	72
Resources
1
R0
20
	0	5	1	5	2	8	3	3
	0	3	1	8	2	8	3	5
	0	7	1	1	2	2	3	6
	0	9	1	2	2	9	3	5
	0	6	1	7	2	4	3	4
	0	5	1	2	2	7	3	3
	0	6	1	1	2	4	3	4
	0	5	1	1	2	7	3	5
	0	5	1	7	2	4	3	2
	0	4	1	6	2	5	3	2
	0	5	1	1	2	5	3	3
	0	1	1	1	2	1	3	3
	0	2	1	3	2	7	3	3
	0	1	1	4	2	7	3	4
	0	6	1	4	2	4	3	8
	0	8	1	2	2	8	3	7
	0	2	1	2	2	7	3	2
	0	2	1	5	2	2	3	4
	0	5	1	5	2	8	3	8
	0	5	1	8	2	7	3	1
	0	9	1	6	2	8	3	2
	0	2	1	7	2	8	3	1
	0	9	1	2	2	2	3	4
	0	8	1	6	2	1	3	6
	0	4	1	1	2	9	3	9
	0	1	1	3	2	3	3	4
	0	7	1	5	2	4	3	8
	0	8	1	4	2	4	3	9
	0	7	1	2	2	9	3	5
	0	9	1	7	2	8	3	5
