25	2	1
2
	0	32	1	29
	0	44	1	57
	0	31	1	23
	0	98	1	96
	0	25	1	34
	0	41	1	47
	0	44	1	42
	0	107	1	107
	0	70	1	57
	0	32	1	25
	0	112	1	99
	0	60	1	55
	0	52	1	48
	0	77	1	72
	0	62	1	60
	0	58	1	63
	0	64	1	69
	0	90	1	99
	0	44	1	47
	0	62	1	71
	0	78	1	64
	0	46	1	48
	0	84	1	95
	0	91	1	82
	0	22	1	37
Resources
1
R0
10
	0	1	1	3
	0	2	1	7
	0	3	1	4
	0	7	1	8
	0	2	1	5
	0	7	1	5
	0	5	1	2
	0	9	1	8
	0	6	1	3
	0	1	1	1
	0	9	1	6
	0	2	1	5
	0	3	1	7
	0	5	1	8
	0	7	1	7
	0	2	1	3
	0	6	1	9
	0	6	1	6
	0	7	1	6
	0	6	1	3
	0	6	1	2
	0	3	1	4
	0	5	1	5
	0	9	1	9
	0	2	1	2
