30	4	1
4
	0	101	1	20	2	35	3	94
	0	102	1	33	2	32	3	104
	0	93	1	18	2	37	3	92
	0	97	1	24	2	25	3	99
	0	99	1	19	2	30	3	96
	0	97	1	22	2	22	3	103
	0	107	1	22	2	24	3	107
	0	101	1	31	2	31	3	104
	0	92	1	30	2	27	3	110
	0	91	1	16	2	31	3	95
	0	96	1	21	2	31	3	92
	0	91	1	33	2	26	3	102
	0	101	1	16	2	30	3	100
	0	93	1	30	2	29	3	97
	0	101	1	30	2	40	3	110
	0	108	1	34	2	29	3	108
	0	103	1	30	2	26	3	96
	0	94	1	23	2	23	3	98
	0	104	1	29	2	36	3	96
	0	90	1	31	2	29	3	110
	0	104	1	26	2	27	3	110
	0	92	1	17	2	21	3	104
	0	98	1	26	2	38	3	95
	0	107	1	25	2	25	3	102
	0	99	1	29	2	23	3	94
	0	92	1	18	2	25	3	93
	0	100	1	21	2	39	3	105
	0	93	1	34	2	30	3	108
	0	105	1	33	2	30	3	94
	0	105	1	23	2	28	3	102
Resources
1
R0
20
	0	8	1	5	2	5	3	9
	0	9	1	6	2	6	3	6
	0	6	1	2	2	4	3	7
	0	9	1	2	2	2	3	9
	0	8	1	1	2	1	3	6
	0	8	1	1	2	4	3	6
	0	9	1	5	2	2	3	9
	0	8	1	1	2	6	3	9
	0	9	1	1	2	1	3	7
	0	8	1	2	2	4	3	9
	0	9	1	1	2	5	3	4
	0	4	1	2	2	1	3	9
	0	9	1	1	2	3	3	9
	0	6	1	2	2	3	3	8
	0	5	1	3	2	1	3	6
	0	9	1	1	2	3	3	6
	0	7	1	1	2	1	3	9
	0	7	1	1	2	1	3	9
	0	5	1	5	2	1	3	9
	0	9	1	1	2	2	3	7
	0	8	1	1	2	5	3	9
	0	7	1	5	2	3	3	9
	0	6	1	1	2	6	3	9
	0	6	1	3	2	1	3	6
	0	9	1	4	2	1	3	6
	0	6	1	1	2	2	3	8
	0	9	1	2	2	6	3	9
	0	9	1	3	2	1	3	9
	0	8	1	4	2	3	3	9
	0	9	1	5	2	5	3	8
