30	2	1
2
	0	82	1	71
	0	53	1	50
	0	102	1	105
	0	73	1	64
	0	40	1	41
	0	16	1	26
	0	48	1	50
	0	68	1	51
	0	102	1	92
	0	3	1	16
	0	15	1	10
	0	34	1	44
	0	57	1	55
	0	103	1	94
	0	71	1	71
	0	32	1	36
	0	41	1	36
	0	58	1	58
	0	22	1	15
	0	59	1	50
	0	45	1	55
	0	80	1	74
	0	84	1	65
	0	76	1	69
	0	67	1	62
	0	90	1	103
	0	39	1	41
	0	84	1	74
	0	16	1	6
	0	10	1	11
Resources
1
R0
10
	0	1	1	1
	0	9	1	7
	0	7	1	8
	0	7	1	4
	0	1	1	2
	0	5	1	2
	0	9	1	6
	0	1	1	4
	0	5	1	6
	0	1	1	7
	0	8	1	7
	0	2	1	5
	0	2	1	7
	0	7	1	6
	0	4	1	3
	0	1	1	9
	0	2	1	7
	0	1	1	6
	0	4	1	9
	0	3	1	4
	0	4	1	6
	0	3	1	1
	0	4	1	2
	0	7	1	1
	0	8	1	7
	0	4	1	2
	0	5	1	1
	0	8	1	1
	0	4	1	9
	0	9	1	3
