25	6	1
6
	0	139	1	128	2	111	3	178	4	127	5	150
	0	114	1	191	2	148	3	134	4	147	5	167
	0	124	1	121	2	165	3	195	4	119	5	122
	0	122	1	168	2	185	3	195	4	123	5	132
	0	116	1	157	2	199	3	153	4	145	5	115
	0	103	1	113	2	157	3	128	4	153	5	133
	0	123	1	182	2	164	3	112	4	170	5	102
	0	137	1	107	2	168	3	191	4	157	5	118
	0	141	1	174	2	120	3	116	4	112	5	193
	0	185	1	183	2	164	3	110	4	145	5	186
	0	124	1	141	2	139	3	172	4	189	5	110
	0	171	1	185	2	152	3	138	4	161	5	115
	0	176	1	146	2	128	3	169	4	177	5	189
	0	187	1	159	2	141	3	115	4	171	5	132
	0	163	1	150	2	195	3	109	4	109	5	197
	0	120	1	160	2	107	3	179	4	162	5	191
	0	163	1	192	2	117	3	175	4	193	5	187
	0	110	1	190	2	193	3	179	4	175	5	190
	0	128	1	183	2	155	3	105	4	146	5	165
	0	127	1	156	2	112	3	130	4	158	5	103
	0	180	1	131	2	176	3	114	4	174	5	195
	0	177	1	162	2	107	3	187	4	146	5	143
	0	122	1	192	2	113	3	125	4	149	5	117
	0	129	1	112	2	102	3	137	4	166	5	148
	0	187	1	135	2	142	3	129	4	141	5	101
Resources
1
R0
30
	0	6	1	3	2	1	3	7	4	4	5	8
	0	5	1	9	2	7	3	6	4	5	5	4
	0	1	1	1	2	4	3	7	4	4	5	1
	0	5	1	9	2	8	3	9	4	5	5	1
	0	1	1	8	2	9	3	5	4	6	5	5
	0	1	1	1	2	6	3	3	4	2	5	1
	0	3	1	6	2	7	3	1	4	9	5	1
	0	2	1	3	2	8	3	9	4	7	5	1
	0	7	1	7	2	5	3	4	4	4	5	7
	0	6	1	9	2	5	3	4	4	7	5	5
	0	4	1	6	2	4	3	9	4	9	5	4
	0	5	1	9	2	6	3	5	4	6	5	3
	0	9	1	8	2	2	3	5	4	8	5	7
	0	6	1	3	2	6	3	1	4	6	5	1
	0	8	1	8	2	8	3	1	4	4	5	9
	0	5	1	5	2	2	3	8	4	8	5	6
	0	3	1	9	2	4	3	8	4	9	5	8
	0	1	1	9	2	6	3	9	4	7	5	7
	0	3	1	6	2	9	3	4	4	4	5	9
	0	2	1	6	2	5	3	1	4	8	5	3
	0	5	1	1	2	7	3	2	4	7	5	7
	0	5	1	9	2	3	3	7	4	2	5	5
	0	2	1	7	2	3	3	2	4	3	5	3
	0	4	1	1	2	3	3	7	4	7	5	6
	0	8	1	1	2	2	3	3	4	6	5	2
