25	6	1
6
	0	49	1	48	2	47	3	46	4	50	5	44
	0	24	1	37	2	25	3	34	4	30	5	19
	0	112	1	111	2	95	3	109	4	111	5	96
	0	19	1	20	2	23	3	22	4	16	5	24
	0	55	1	61	2	50	3	60	4	66	5	53
	0	84	1	72	2	74	3	86	4	79	5	89
	0	72	1	87	2	74	3	73	4	79	5	75
	0	27	1	19	2	30	3	23	4	23	5	24
	0	66	1	67	2	68	3	54	4	59	5	53
	0	73	1	75	2	77	3	68	4	83	5	81
	0	56	1	47	2	50	3	63	4	50	5	57
	0	98	1	101	2	106	3	98	4	94	5	94
	0	52	1	41	2	42	3	55	4	38	5	54
	0	63	1	71	2	62	3	66	4	68	5	64
	0	84	1	91	2	93	3	74	4	88	5	81
	0	59	1	66	2	73	3	73	4	64	5	61
	0	64	1	68	2	62	3	61	4	69	5	65
	0	11	1	11	2	26	3	19	4	11	5	26
	0	62	1	69	2	63	3	53	4	63	5	55
	0	65	1	65	2	65	3	58	4	58	5	56
	0	18	1	15	2	9	3	18	4	25	5	21
	0	80	1	84	2	82	3	77	4	75	5	77
	0	26	1	27	2	22	3	22	4	25	5	31
	0	29	1	30	2	17	3	19	4	21	5	27
	0	14	1	20	2	28	3	16	4	22	5	26
Resources
1
R0
30
	0	1	1	9	2	1	3	4	4	7	5	4
	0	6	1	2	2	4	3	6	4	5	5	3
	0	5	1	6	2	3	3	7	4	8	5	8
	0	7	1	8	2	6	3	1	4	7	5	3
	0	3	1	7	2	8	3	3	4	4	5	6
	0	3	1	9	2	6	3	1	4	5	5	4
	0	4	1	8	2	4	3	1	4	3	5	3
	0	1	1	6	2	2	3	9	4	9	5	7
	0	8	1	1	2	9	3	2	4	3	5	2
	0	5	1	9	2	4	3	6	4	4	5	8
	0	4	1	4	2	6	3	5	4	9	5	1
	0	9	1	9	2	5	3	3	4	2	5	4
	0	5	1	4	2	4	3	5	4	3	5	1
	0	1	1	1	2	8	3	6	4	4	5	4
	0	7	1	2	2	8	3	3	4	3	5	2
	0	7	1	7	2	8	3	4	4	5	5	4
	0	4	1	8	2	7	3	5	4	7	5	4
	0	1	1	8	2	3	3	1	4	2	5	5
	0	6	1	7	2	9	3	8	4	1	5	7
	0	5	1	7	2	7	3	7	4	6	5	4
	0	5	1	3	2	2	3	3	4	3	5	2
	0	9	1	6	2	3	3	8	4	5	5	6
	0	9	1	1	2	8	3	5	4	9	5	5
	0	9	1	8	2	9	3	6	4	4	5	7
	0	8	1	6	2	7	3	8	4	9	5	5
