25	6	1
6
	0	105	1	105	2	100	3	105	4	116	5	112
	0	37	1	32	2	41	3	40	4	38	5	40
	0	92	1	111	2	93	3	110	4	101	5	95
	0	16	1	25	2	26	3	21	4	24	5	18
	0	50	1	34	2	41	3	34	4	46	5	44
	0	20	1	32	2	33	3	29	4	35	5	31
	0	41	1	47	2	52	3	51	4	39	5	37
	0	28	1	34	2	34	3	38	4	37	5	34
	0	88	1	87	2	89	3	98	4	89	5	85
	0	97	1	86	2	104	3	88	4	93	5	86
	0	31	1	21	2	23	3	20	4	31	5	29
	0	51	1	56	2	60	3	56	4	47	5	61
	0	35	1	38	2	51	3	40	4	49	5	39
	0	79	1	76	2	83	3	71	4	75	5	80
	0	63	1	54	2	59	3	54	4	69	5	60
	0	65	1	56	2	51	3	62	4	67	5	66
	0	65	1	75	2	76	3	58	4	77	5	66
	0	84	1	71	2	83	3	82	4	73	5	72
	0	15	1	11	2	22	3	12	4	7	5	5
	0	92	1	96	2	80	3	79	4	94	5	86
	0	98	1	94	2	94	3	102	4	111	5	104
	0	34	1	36	2	51	3	49	4	44	5	52
	0	14	1	15	2	18	3	13	4	8	5	19
	0	38	1	25	2	30	3	35	4	25	5	34
	0	29	1	30	2	30	3	35	4	26	5	36
Resources
1
R0
30
	0	8	1	9	2	9	3	8	4	9	5	9
	0	3	1	2	2	4	3	1	4	1	5	1
	0	8	1	6	2	9	3	7	4	8	5	9
	0	2	1	1	2	3	3	5	4	1	5	3
	0	5	1	4	2	7	3	1	4	2	5	7
	0	1	1	3	2	6	3	4	4	3	5	4
	0	2	1	5	2	6	3	3	4	3	5	3
	0	1	1	1	2	3	3	6	4	2	5	4
	0	5	1	9	2	6	3	7	4	7	5	8
	0	6	1	7	2	8	3	7	4	9	5	9
	0	1	1	1	2	1	3	5	4	3	5	3
	0	1	1	3	2	7	3	2	4	5	5	6
	0	1	1	4	2	1	3	1	4	1	5	2
	0	5	1	9	2	9	3	8	4	9	5	7
	0	5	1	2	2	2	3	4	4	5	5	4
	0	5	1	5	2	5	3	3	4	7	5	6
	0	3	1	4	2	6	3	5	4	7	5	4
	0	9	1	8	2	5	3	6	4	5	5	6
	0	1	1	1	2	1	3	1	4	4	5	1
	0	7	1	9	2	6	3	7	4	9	5	9
	0	6	1	7	2	5	3	9	4	8	5	5
	0	4	1	3	2	1	3	5	4	1	5	3
	0	2	1	1	2	2	3	1	4	4	5	3
	0	1	1	1	2	1	3	1	4	5	5	3
	0	6	1	5	2	3	3	3	4	1	5	5
